Company,Current_Ticker,Ticker_At_Start,Activist_Group,Objectives,Hp_Return,Market_Cap_At_Start,Stake_At_Start,Start_Date_And_Time,Year,Month,Date,Activist_Tier,Stake_Value_At_Start,One_Day_Return,One_Year_Return,Follower_Return,Annualized_Hp_Return,Hp_Alpha,One_Year_Alpha,Follower_Alpha,Activist_Tactics
CDK Global Inc,CDK US Equity,CDK US,Fir Tree Capital Management LP,Discussions only,15.18512,6.43E+09,8.8,Start: 2014-12-08. UTC: 2014-12-08T19:07:49.000Z,2014,12,8,Secondary Focus,5.66E+08,0.698952,18.52091,14.38562,11.5522,14.34943,16.98105,12.82779,
Rush Enterprises Inc,RUSHA US Equity,RUSHA US,Ancora Advisors LLC,2: Other (Eliminate dual-class structure); Board Representation,-10.6002,1.40E+09,4,Start: 2014-12-10. UTC: 2014-12-10T17:18:27.856Z,2014,12,10,Core Activist,43367088,-4.54295,-40.804,-6.34554,-5.00217,-29.4708,-42.5491,-27.1838,Letter to Company
Staples Inc,SPLS US Equity,SPLS US,Starboard Value LP,3: Strategic Review; Other (Business combination with Office Depot); Board Representation,-1.8635,9.48E+09,5.1,Start: 2014-12-11. UTC: 2014-12-11T11:00:56.000Z,2014,12,11,Core Activist,4.83E+08,8.673641,-33.8497,-9.69614,-1.8635,-6.51439,-35.2864,-13.8461,Letter to Company
Imation Corp,GLAE US Equity,IMN US,Clinton Group Inc/New York,1: Board Representation,-96.676,1.51E+08,3.4,Start: 2014-12-15. UTC: 2014-12-15T21:21:00.006Z,2014,12,15,Former Core,5140871,-3.35196,-62.0112,-96.5607,-64.5523,-136.801,-68.404,-137.885,Letter to Company; Formal Notice for Proxy Fight
Stanley Furniture Company,STLY US Equity,STLY US,Hale Partnership Capital Advisors LLC and Talanta Investment Group LLC,3: Sale of Company; Strategic Review; Board Representation,-61.9141,39906900,5.4,Start: 2014-12-22. UTC: 2014-12-22T20:44:33.000Z,2014,12,22,Secondary Focus,2154973,1.856481,0.740741,-62.6083,-10.4945,-218.342,0.173509,,Letter to Company; Formal Notice for Proxy Fight
Insignia Systems Inc,LDWY US Equity,ISIG US,Biglari Capital LLC,4: Return Capital/Buybacks; Strategic Review; Sale of Company; Board Representation,-49.3597,45983300,18.8,Start: 2014-12-22. UTC: 2014-12-22T22:28:00.000Z,2014,12,22,Former Core,8644860,0.534759,-22.1925,-49.6291,-19.8564,-92.8273,-23.6102,-92.8395,
Air T Inc,AIRT US Equity,AIRT US,Biglari Capital LLC,2: Break Up; Strategic Review,-14.5032,55696400,14.4,Start: 2014-12-22. UTC: 2014-12-22T22:29:24.000Z,2014,12,22,Former Core,8020282,2.071882,-4.0592,-16.2386,-9.70868,,-5.47688,-19.8655,
Silicon Image Inc,SIMG US Equity,SIMG US,Engaged Capital LLC,3: Cost Cutting; Return Capital/Buybacks; Board Representation,38.47619,4.08E+08,5.2,Start: 2014-12-23. UTC: 2014-12-23T14:08:36.000Z,2014,12,23,Core Activist,21199771,2.476191,38.66667,35.13011,38.47619,39.05376,38.18534,35.88588,Letter to Company
Manitowoc Co Inc/The,MTW US Equity,MTW US,Icahn Enterprises LP,1: Break Up,80.18443,2.84E+09,7.77,Start: 2014-12-29. UTC: 2014-12-29T11:06:46.000Z,2014,12,29,Core Activist,2.20E+08,8.938814,-27.2763,65.39967,20.5291,41.95376,,,
PFSweb Inc,PFSW US Equity,PFSW US,Engine Capital Management LLC,2: Sale of Company; Strategic Review,-51.8395,2.02E+08,4,Start: 2014-12-29. UTC: 2014-12-29T14:52:13.283Z,2014,12,29,Core Activist,8067540,1.923077,9.0301,-52.7482,-12.7029,-104.228,,-104.98,Letter to Company
American Reality Capital Properties Inc,VER US Equity,ARCP US,Corvex Management LP,2: Board Representation; Management Changes,3.890532,7.84E+09,7.1,Start: 2014-12-29. UTC: 2014-12-29T21:39:43.000Z,2014,12,29,Core Activist,5.57E+08,7.429245,-2.8239,-3.294,3.187393,3.246,-3.61981,-4.42081,Letter to Company
AM Castle & Co,CASLQ US Equity,CAS US,Raging Capital Management LLC,2: Board Representation; Board Representation,-92.3624,1.73E+08,14.5,Start: 2015-01-05. UTC: 2015-01-05T21:02:27.000Z,2015,1,5,Former Core,25083956,-3.53261,-78.5326,-92.0828,-75.3187,-102.027,-79.1519,,Formal Notice for Proxy Fight
Cutera Inc,CUTR US Equity,CUTR US,Voce Capital Management LLC,Stake Only 13D: 1 Board Seat Granted,69.44908,1.72E+08,3.3,Start: 2015-01-06. UTC: 2015-01-07T00:30:04.204Z,2015,1,6,Core Activist,5691296,4.173623,-0.9182,62.66026,27.01356,46.50474,-0.03693,41.1673,
OM Group,OMG US Equity,OMG US,FrontFour Capital Group LLC,3: Cost Cutting; Board Representation; Return Capital/Buybacks,24.52252,8.44E+08,5.8,Start: 2015-01-09. UTC: 2015-01-09T16:26:58.000Z,2015,1,9,Former Core,48956576,7.995619,24.26623,15.30331,24.52252,,22.46758,11.55305,Letter to Company; Formal Notice for Proxy Fight
MB Bancorp Inc,MBCQ US Equity,MBCQ US,Stilwell Value LLC,2: Board Representation; Return Capital/Buybacks,47.83019,22429600,9.32,Start: 2015-01-09. UTC: 2015-01-09T19:25:39.000Z,2015,1,9,Core Activist,2090439,1.886792,24.5283,45.09259,7.906405,-12.5206,29.34553,-16.6165,
GSI Technology Inc,GSIT US Equity,GSIT US,Viex Capital Advisors LLC,4: Board Representation; Board Control; Strategic Review; Sale of Company,-22.5049,1.21E+08,9.9,Start: 2015-01-14. UTC: 2015-01-14T17:15:17.000Z,2015,1,14,Former Core,12007849,0.587084,-30.9198,-22.9572,-18.3151,-28.8496,-27.936,-29.9206,Formal Notice for Proxy Fight
Procera Networks Inc,PKT US Equity,PKT US,Concerned Procera Stockholders (Cannell Capital LLC and Tristan Partners),1: Board Representation,37.06794,1.74E+08,1.5,Start: 2015-01-15. UTC: 2015-01-15T17:55:00.109Z,2015,1,15,Core Activist,2610084,-8.70083,37.06794,50.13055,37.06794,32.00827,32.00827,,Formal Notice for Proxy Fight
Envivio Inc,1863976D US Equity,ENVI US,Concerned ENVI Stockholders,2: Board Representation; Remove Director/Withhold Votes,198.5401,37966200,6.75,Start: 2015-01-16. UTC: 2015-01-16T17:45:32.000Z,2015,1,16,Core Activist,2562719,19.70803,199.2701,149.3902,198.5401,202.5858,193.6699,154.7082,Threaten Fight; Formal Notice for Proxy Fight
Baker Hughes a GE Co,BKR US Equity,BHGE US,ValueAct Capital Management LLC,1: Break Up,-16.7924,2.45E+10,5.1,Start: 2015-01-16. UTC: 2015-01-17T00:03:24.178Z,2015,1,16,Core Activist,1.25E+09,1.237624,-30.4648,-17.8096,-6.21335,-55.8232,-24.5053,-56.6206,
Insperity Inc,NSP US Equity,NSP US,Starboard Value LP,7: Cost Cutting; Strategic Review; Return Capital/Buybacks; Sale of Company; Remove Poison Pill; Compensation Changes; Board Representation,105.8249,9.21E+08,13.2,Start: 2015-01-20. UTC: 2015-01-20T22:26:36.000Z,2015,1,20,Core Activist,1.22E+08,13.48376,24.67432,81.36948,47.40847,92.61805,30.29172,68.70904,Letter to Company; Formal Notice for Proxy Fight
Informatica LLC,1923955D US Equity,INFA US,Elliott Investment Management LP,2: Sale of Company; Strategic Review,26.80198,4.18E+09,8,Start: 2015-01-26. UTC: 2015-01-26T18:34:15.000Z,2015,1,26,Core Activist,3.34E+08,6.791569,26.80198,18.73782,26.80198,24.11311,24.11311,16.31277,
California Resources Corp,CRCQQ US Equity,CRC US,Soroban Capital Partners LP,Stake Only 13D: No Public Activism,-72.3979,2.01E+09,9.98,Start: 2015-02-02. UTC: 2015-02-02T22:04:33.000Z,2015,2,2,Occasional Activist,2.00E+08,17.65835,-77.6095,-76.5405,-72.3979,-70.4463,-74.2963,,
MutualFirst Financial Inc,MFSF US Equity,MFSF US,Ancora Advisors LLC and Merlin Partners LP,4: Board Representation; Sale of Company; Strategic Review; Other (Amendment of Bylaws),21.55869,1.65E+08,5.09,Start: 2015-02-04. UTC: 2015-02-04T18:04:18.000Z,2015,2,4,Core Activist,8409535,2.614379,13.4841,18.46165,3.809372,-32.4383,18.0107,-36.1315,Letter to Company; Formal Notice for Proxy Fight
Aegerion Pharmaceuticals Inc,AEGR US Equity,AEGR US,Sarissa Capital Management LP,Discussions only,-91.7625,6.80E+08,5.76,Start: 2015-02-05. UTC: 2015-02-05T16:53:03.000Z,2015,2,5,Core Activist,39170701,7.882082,-70.5206,-92.3643,-74.7003,-104.118,-64.596,-103.554,
Brookdale Senior Living Inc,BKD US Equity,BKD US,Sandell Asset Management Corp,4: Real Estate Separation; Break Up; Board Representation; Strategic Review,-32.5716,6.34E+09,1.4,Start: 2015-02-06. UTC: 2015-02-06T14:00:00.171Z,2015,2,6,Former Core,88766618,6.682094,-53.775,-36.795,-32.5716,-33.7934,-46.8736,-38.3378,Letter to Company; Formal Notice for Proxy Fight
PIMCO Dynamic Credit and Mortgage Income Fund,PCI US Equity,PCI US,Ironsides Partners LLC,2: Board Representation; Realize NAV,16.30065,2.82E+09,0.2,Start: 2015-02-06. UTC: 2015-02-06T21:47:49.000Z,2015,2,6,Occasional Activist,5631550,0,-6.48616,16.30065,10.24711,7.17911,1.474819,6.718815,Formal Notice for Proxy Fight
Home Loan Servicing Solutions Ltd,HLSSF US Equity,HLSS US,Mangrove Partners,2: Board Control; Other (Termination Of HLSS's Relationship With Ocwen),21.6312,1.07E+09,,Start: 2015-02-09. UTC: 2015-02-09T15:00:06.357Z,2015,2,9,Former Core,,2.316347,21.6312,18.87758,21.6312,19.37588,19.37588,16.19093,Letter to Company; Formal Notice for Proxy Fight
Ben Franklin Financial Inc,BFFI US Equity,BFFI US,Stilwell Value LLC,4: Sale of Company; Strategic Review; Board Representation; Return Capital/Buybacks,-3.8835,7154100,8.8,Start: 2015-02-09. UTC: 2015-02-09T21:31:08.000Z,2015,2,9,Core Activist,629560.8,0.485437,10.67961,-4.34783,-0.7525,-63.192,18.23827,-61.9661,Formal Notice for Proxy Fight
Tempur Sealy International Inc,TPX US Equity,TPX US,H Partners Management LLC,2: Management Changes; Board Representation,245.8161,2.99E+09,9.97,Start: 2015-02-10. UTC: 2015-02-10T11:01:03.000Z,2015,2,10,Secondary Focus,2.99E+08,8.765508,10.45353,217.9465,21.08543,101.725,18.01219,76.4452,Letter to Company; Formal Notice for Proxy Fight
Audience Inc,ADNC US Equity,ADNC US,Viex Capital Advisors LLC,Stake Only 13D: No Public Activism,15.04323,99661300,5.1,Start: 2015-02-10. UTC: 2015-02-10T17:52:56.000Z,2015,2,10,Former Core,5082726,1.67147,12.73775,13.15193,15.04323,10.5939,11.10068,9.810784,
Apricus Biosciences Inc,SEEL US Equity,APRI US,Sarissa Capital Management LP,Stake Only 13D: 1 Board Seat Granted,-98.511,80680600,17.64,Start: 2015-02-11. UTC: 2015-02-11T12:00:08.405Z,2015,2,11,Core Activist,14232058,3.846154,-35.7143,-98.5661,-69.2536,-148.821,-26.067,-148.829,
China Nepstar Chain Drugstore Ltd,NPD US Equity,NPD US,Heng Ren Investments LP,4: Cost Cutting; Other (Expand Online Sales); Sale of Company; Oppose Merger (Target),64.51613,1.53E+08,,Start: 2015-02-17. First Affected: 2015-02-17,2015,2,17,Secondary Focus,,-1.29032,45.16129,66.66666,40.62425,58.08838,51.28222,60.42509,Letter to Company
CorMedix Inc,CRMD US Equity,CRMD US,Elliott Investment Management LP,Discussions only,-19.1489,73898900,9.9,Start: 2015-02-17. UTC: 2015-02-17T22:26:58.000Z,2015,2,17,Core Activist,7315991,2.12766,-41.9453,-20.8333,-3.4885,-129.168,-35.2279,-130.908,
Computer Sciences Corp,CSC US Equity,CSC US,JANA Partners LLC,1: Strategic Review,-1.67357,1.01E+10,5.9,Start: 2015-02-23. UTC: 2015-02-23T21:41:29.000Z,2015,2,23,Core Activist,5.97E+08,-1.25453,-8.5899,-0.42436,-1.67357,-2.26425,,-0.73533,
YuMe Inc,YUME US Equity,YUME US,AVI Management LLC,7: Board Representation; Independent Chair; Remove Director/Withhold Votes; Return Capital/Buybacks; Cost Cutting; Acquire Company; Support 3rd Party Activist,-18.2357,1.84E+08,8.3,Start: 2015-02-23. UTC: 2015-02-23T22:24:38.000Z,2015,2,23,Occasional Activist,15276872,-1.43627,-35.9066,-17.0442,-6.61931,-60.3651,-29.3493,-58.7784,Letter to Company; Formal Notice for Proxy Fight
TriMas Corp,TRS US Equity,TRS US,Engaged Capital LLC,Stake Only: 2 Board Seats Granted,-10.1833,1.33E+09,2.18,Start: 2015-02-25. UTC: 2015-02-25T22:02:18.000Z,2015,2,25,Core Activist,29032680,4.588715,-31.0907,-14.1239,-6.05132,-16.3067,-25.3534,-20.311,
Resonant Inc,RESN US Equity,RESN US,Park City Capital LLC,5: Other (Acquisition offer related); Board Control; Board Representation; Sale of Company; Strategic Review,-88.9328,1.05E+08,4.35,Start: 2015-02-26. UTC: 2015-02-26T14:28:14.000Z,2015,2,26,Occasional Activist,4561549,1.910408,-87.22,-89.1403,-35.799,-165.472,-81.3737,-165.912,Letter to Company; Formal Notice for Proxy Fight
SB One Bancorp,SBBX US Equity,SBBX US,Seidman & Associates LLC,Discussions only,213.7471,48278200,5.72,Start: 2015-03-02. UTC: 2015-03-02T21:36:19.000Z,2015,3,2,Core Activist,2761513,4.346566,28.1678,200.678,45.54458,177.2457,32.31211,163.5562,
Investment Technology Group Inc,ITG US Equity,ITG US,Voce Capital Management LLC (Group: Philadelphia Financial Management of San Francisco LLC and Voce Capital Management LLC),4: Management Changes; Sale of Company; Strategic Review; Board Representation,-8.91774,7.94E+08,6.3,Start: 2015-03-03. UTC: 2014-07-22T18:31:18.000Z,2015,3,3,Core Activist,50036629,-0.78844,-12.9145,-8.19391,-8.78005,-4.46271,-8.77022,-4.17312,Letter to Company; Formal Notice for Proxy Fight
American Capital Ltd,ACAS US Equity,ACAS US,Orange Capital LLC,1: Return Capital/Buybacks,-15.3226,4.05E+09,2.4,Start: 2015-03-05. UTC: 2015-03-05T20:00:00.156Z,2015,3,5,Former Core,97107878,1.276882,-5.64516,-16.3902,-15.3226,-7.49775,-3.01286,-8.45106,
Wynn Resorts Ltd,WYNN US Equity,WYNN US,Elaine P Wynn,3: Board Representation; Remove Director/Withhold Votes; Board Control,-11.9828,1.41E+10,9.4,Start: 2015-03-05. UTC: 2015-03-05T22:26:28.000Z,2015,3,5,Occasional Activist,1.33E+09,-1.43885,-37.1034,-10.6979,-2.84523,-62.038,-34.3503,-62.8913,Activist Lawsuit; Letter to Company; Formal Notice for Proxy Fight
Supertel Hospitality Inc,CDOR US Equity,SPPR US,JCP Investment Management LLC,1: Board Representation,18.58945,8447300,5.5,Start: 2015-03-09. UTC: 2015-03-09T12:30:03.295Z,2015,3,9,Core Activist,464601.5,1.666667,-53.7431,16.64536,8.823129,-0.66888,,-2.1328,Formal Notice for Proxy Fight
Children's Place Inc/The,PLCE US Equity,PLCE US,Macellum Capital Management LLC (Group: Shareholders For Change at The Childrens Place (Barington Capital Group LP and Macellum Capital Management LLC)),6: Strategic Review; Board Representation; Sale of Company; Cost Cutting; Return Capital/Buybacks; Compensation Changes,51.95084,1.23E+09,2,Start: 2015-03-11. UTC: 2015-03-11T20:34:11.662Z,2015,3,11,Core Activist,24537122,8.811334,20.20515,39.64616,28.28973,42.03492,18.91594,,Letter to Company; Formal Notice for Proxy Fight
Children's Place Inc/The,PLCE US Equity,PLCE US,Barington Capital Group LP (Group: Shareholders For Change at The Childrens Place (Barington Capital Group LP and Macellum Capital Management LLC)),6: Strategic Review; Board Representation; Sale of Company; Cost Cutting; Return Capital/Buybacks; Compensation Changes,51.95084,1.23E+09,2,Start: 2015-03-11. UTC: 2015-03-11T20:34:11.662Z,2015,3,11,Core Activist,24537122,8.811334,20.20515,39.64616,28.28973,42.03492,18.91594,31.12499,Letter to Company; Formal Notice for Proxy Fight
Rovi Corp,ROVI US Equity,ROVI US,Engaged Capital LLC,2: Board Control; Board Representation,2.777778,1.99E+09,0.61,Start: 2015-03-12. UTC: 2015-03-12T14:55:31.000Z,2015,3,12,Core Activist,12113904,2.638889,0.740741,0.135318,1.855352,-7.84053,-0.54847,-9.07934,Letter to Company; Formal Notice for Proxy Fight
Deutsche Global High Income Fund Inc,LBF US Equity,LBF US,Bulldog Investors LLP,2: Board Representation; Realize NAV,8.76048,55509650,7.5,Start: 2015-03-16. UTC: 2015-03-16T19:48:13.000Z,2015,3,16,Secondary Focus,4163224,0,1.137594,8.76048,6.968782,4.769124,0.828128,6.159362,Letter to Company; Formal Notice for Proxy Fight
MGM Resorts International,MGM US Equity,MGM US,Land & Buildings Investment Management LLC,8: Real Estate Separation; Break Up; Strategic Review; Board Representation; Remove Director/Withhold Votes; Return Capital/Buybacks; Management Changes; Independent Chair,58.83646,9.66E+09,0.8,Start: 2015-03-17. UTC: 2015-03-17T12:30:00.287Z,2015,3,17,Core Activist,77273750,10.57986,7.833164,43.6396,21.13065,34.20892,8.303874,18.59743,Letter to Company; Formal Notice for Proxy Fight
Derma Sciences Inc,DSCI US Equity,DSCI US,Broadfin Capital LLC,1: Board Representation,-13.0299,2.06E+08,8.3,Start: 2015-03-18. UTC: 2015-03-18T15:32:26.000Z,2015,3,18,Secondary Focus,17108134,2.369077,-60.4738,-15.0426,-7.35509,-27.0329,-60.9938,-27.6736,
China Cord Blood Corp,CORBF US Equity,CO US,Jayhawk Capital Management LLC,8: Return Capital/Buybacks; Oppose Merger (Target); Sale of Company; Strategic Review; Board Representation; Management Changes; Declassify Board; Compensation Changes,-75.4324,3.78E+08,9.1,Start: 2015-03-19. UTC: 2015-03-19T16:24:52.399Z,2015,3,19,Occasional Activist,34412269,6.949807,15.05791,-77.0289,-16.3081,-224.609,15.31007,-227.427,Activist Lawsuit; Letter to Company
Bazaarvoice Inc,1624250D US Equity,BV US,Discovery Group I LLC,Stake Only 13D: No Public Activism,-47.9661,4.69E+08,5.5,Start: 2015-03-20. UTC: 2015-03-20T20:27:49.000Z,2015,3,20,Former Core,25793257,0.169491,-46.6102,-48.0542,-47.9661,-42.2576,-45.9758,-42.5106,
BDCA Venture Inc,XRDC US Equity,BDCV US,Bulldog Investors LLP,4: Sale of Company; Strategic Review; Break Up; Board Control,-48.9784,48324900,9.03,Start: 2015-03-23. UTC: 2015-03-23T19:57:16.000Z,2015,3,23,Secondary Focus,4363738,3.49076,-41.489,-50.6994,-26.3801,-70.2351,-40.8546,-72.1681,Activist Lawsuit; Letter to Company; Formal Notice for Proxy Fight
Barfresh Food Group Inc,BRFH US Equity,BRFH US,Wolverine Asset Management LLC,1: Board Representation,28.01484,41436600,7.6,Start: 2015-03-23. UTC: 2015-03-23T20:38:33.000Z,2015,3,23,Secondary Focus,3149182,-3.52505,48.423,32.69231,6.3199,-20.289,49.51902,-16.5152,Threaten Fight
Care.com Inc,CRCM US Equity,CRCM US,Tenzing Global Management LLC,Stake Only 13D: 1 Board Seat Granted,94.04916,2.43E+08,5.9,Start: 2015-03-27. UTC: 2015-03-27T15:49:11.000Z,2015,3,27,Secondary Focus,14360358,2.587322,-23.8034,89.15511,14.5526,14.05252,-24.9779,9.61802,
Christopher & Banks Corp,CBKCQ US Equity,CBK US,Macellum Capital Management LLC,3: Sale of Company; Strategic Review; Board Representation,-100,2.05E+08,5.2,Start: 2015-04-01. UTC: 2015-04-01T11:02:25.000Z,2015,4,1,Core Activist,10677035,6.47482,-57.0144,-100,-88.2048,-203.653,-58.7836,-204.438,Letter to Company
ImageWare Systems Inc,IWSY US Equity,IWSY US,"Charles Frischer ""Charlie""",Stake Only 13D: No Public Activism,-38.5475,1.67E+08,5.6,Start: 2015-04-01. UTC: 2015-04-01T13:52:12.000Z,2015,4,1,Occasional Activist,9373941,-0.55866,-16.7598,-38.2023,-38.5475,-40.9671,-18.529,-41.0169,
ASB Bancorp Inc,ASBB US Equity,ASBB US,Seidman & Associates LLC,3: Board Representation; Sale of Company; Strategic Review,120,89757400,5.89,Start: 2015-04-01. UTC: 2015-04-01T19:00:35.000Z,2015,4,1,Core Activist,5286711,2.926219,18.2439,113.7453,37.10212,,,84.83044,Threaten Fight; Letter to Company
Macerich Co/The,MAC US Equity,MAC US,Land & Buildings Investment Management LLC and Orange Capital LLC,3: Board Representation; Declassify Board; Remove Poison Pill,4.737711,1.25E+10,,Start: 2015-04-02. UTC: 2015-04-02T19:59:22.220Z,2015,4,2,Core Activist,,2.451416,10.17774,2.231589,4.737711,1.981606,7.368343,-0.16041,Letter to Company; Formal Notice for Proxy Fight
Jiayuan.com International Ltd,DATE US Equity,DATE US,Heng Ren Investments LP,2: Oppose Merger (Target); Sale of Company,46.28906,1.70E+08,,Start: 2015-04-08. First Affected: 2015-04-08,2015,4,8,Secondary Focus,,1.367188,45.70313,44.31599,41.37736,45.3434,45.17994,43.67883,Letter to Company
iRobot Corp,IRBT US Equity,IRBT US,Red Mountain Capital Partners LLC,6: Break Up; Strategic Review; Return Capital/Buybacks; Board Representation; Declassify Board; Sale of Company,12.53365,9.93E+08,5.1,Start: 2015-04-08. UTC: 2015-04-08T20:02:27.000Z,2015,4,8,Former Core,50620907,0.179479,3.828896,12.33204,10.59458,9.274674,3.332452,9.531603,Letter to Company; Formal Notice for Proxy Fight
QUALCOMM Inc,QCOM US Equity,QCOM US,JANA Partners LLC,6: Strategic Review; Return Capital/Buybacks; Break Up; Compensation Changes; Cost Cutting; Board Representation,-22.3009,1.14E+11,1.77,Start: 2015-04-13. UTC: 2015-04-13T12:22:55.317Z,2015,4,13,Core Activist,2.02E+09,-0.62175,-23.9324,-21.8147,-20.6121,-22.9593,-24.1542,-22.9275,
Quanex Building Products Corp,NX US Equity,NX US,Praesidium Investment Management Co LLC,Discussions only,-10.4453,6.48E+08,7.2,Start: 2015-04-13. UTC: 2015-04-13T19:07:25.000Z,2015,4,13,Core Activist,46674965,2.037617,-5.82182,-12.2337,-3.10406,-49.9031,-6.04363,-52.3209,
PRGX Global Inc,PRGX US Equity,PRGX US,Northern Right Capital Management LP,Stake Only 13D: No Public Activism,27.49326,96645400,5.996,Start: 2015-04-20. UTC: 2015-04-20T20:51:15.000Z,2015,4,20,Former Core,5794858,5.390836,26.41509,20.97187,27.49326,26.73477,24.11616,20.06573,
MusclePharm Corp,MSLPQ US Equity,MSLP US,Wynnefield Capital Inc,3: Strategic Review; Sale of Company; Board Control,-99.9434,61822100,7.7,Start: 2015-04-20. UTC: 2015-04-20T21:01:53.000Z,2015,4,20,Former Core,4760302,-2.61438,-37.9085,-99.9418,-60.3967,-228.879,-40.2074,-229.213,Threaten Fight; Letter to Company
